11018,15,0101001101011000000
11021,0,0000000000000000000
11022,0,0000000000000000000
11033,18,0001000100010000000
11034,4,1100001101111000000
11048,3,0000000100010000000
11049,7,1100001100111000000
11075,0,0000000000000000000
11076,0,0000000000000000000
11081,1,0000000001000000000
11082,18,0001000100010000000
11083,0,0000000000000000000
11084,1,0000000001000000000
11085,16,1100001100110000000
11086,13,0001000101010100000
11087,5,0001000110001000000
11088,0,0000000000000000000
11089,38,0001011110001000000
11090,0,0000000000000000000
11091,0,0000000000000000000
11092,10,0000000100001000000
11093,0,0000000000000000000
11094,0,0000000000000000000
11095,39,0000010100011100000
11096,40,0000000100010010000
11097,0,0000000000000000000
11098,41,0000000101011000000
11099,3,0000000100010000000
11100,36,0101001101010100000
11101,42,0000010100010000000
11102,17,0000010100011000000
11103,8,0001000100001000000
11104,0,0000000000000000000
11105,0,0000000000000000000
11106,0,0000000000000000000
11107,0,0000000000000000000
11108,21,0001000000000000000
11109,0,0000000000000000000
11110,41,0000000101011000000
11111,0,0000000000000000000
11112,4,1100001101111000000
11113,10,0000000100001000000
11114,0,0000000000000000000
11121,0,0000000000000000000
11122,1,0000000001000000000
11123,10,0000000100001000000
11124,0,0000000000000000000
11125,0,0000000000000000000
11126,18,0001000100010000000
11129,43,0001000110011100000
11130,44,0001010101011000000
11131,1,0000000001000000000
11132,45,0001000100010100000
11157,5,0001000110001000000
11158,0,0000000000000000000
11169,0,0000000000000000000
11170,0,0000000000000000000
11173,0,0000000000000000000
11174,0,0000000000000000000
11185,10,0000000100001000000
11186,0,0000000000000000000
11187,2,0000000101010000000
11189,2,0000000101010000000
11603,0,0000000000000000000
11604,8,0001000100001000000
11605,46,0001001101010010000
11606,34,0000000100011000000
11607,47,0001000100011000000
11608,13,0001000101010100000
11609,10,0000000100001000000
11610,10,0000000100001000000
11611,0,0000000000000000000
11612,46,0001001101010010000
11613,48,0000000100001100000
11614,46,0001001101010010000
11615,0,0000000000000000000
11616,19,0001001101010000000
11617,0,0000000000000000000
11618,9,0001000101010000000
11619,49,0001001001000010000
11620,50,0101001100010010000
11621,19,0001001101010000000
11622,49,0001001001000010000
11623,46,0001001101010010000
11624,8,0001000100001000000
11625,10,0000000100001000000
11626,1,0000000001000000000
11627,46,0001001101010010000
11628,51,0001001111011100000
11629,15,0101001101011000000
11630,52,0001001101011000000
11631,53,0001001111011000000
11632,53,0001001111011000000
11633,53,0001001111011000000
11634,53,0001001111011000000
11635,53,0001001111011000000
11636,53,0001001111011000000
11637,53,0001001111011000000
11638,53,0001001111011000000
11639,51,0001001111011100000
11640,53,0001001111011000000
11641,15,0101001101011000000
11642,15,0101001101011000000
11643,53,0001001111011000000
11644,15,0101001101011000000
11645,52,0001001101011000000
11646,54,0101001101011100000
11647,15,0101001101011000000
11648,15,0101001101011000000
11649,15,0101001101011000000
11650,7,1100001100111000000
11651,55,0001000101011100000
11652,56,0001001101011100000
11653,33,0000000001000100000
11654,56,0001001101011100000
11655,25,0000000101011100000
11656,57,0001000101001000000
11657,33,0000000001000100000
11658,58,0000000101010100000
11659,59,0001000101001100000
11660,56,0001001101011100000
11661,59,0001000101001100000
11662,60,0001001101001100000
11663,59,0001000101001100000
11664,60,0001001101001100000
11665,55,0001000101011100000
11666,7,1100001100111000000
11667,7,1100001100111000000
11668,7,1100001100111000000
11669,7,1100001100111000000
11670,7,1100001100111000000
11671,7,1100001100111000000
11672,7,1100001100111000000
11673,7,1100001100111000000
11674,23,1100001100111100000
11675,7,1100001100111000000
11676,7,1100001100111000000
11677,23,1100001100111100000
11697,61,0001000111001000000
11698,61,0001000111001000000
11699,61,0001000111001000000
11700,61,0001000111001000000
11701,61,0001000111001000000
11702,61,0001000111001000000
11703,62,0001001111001000000
11704,63,0001000111001000100
11705,57,0001000101001000000
11706,61,0001000111001000000
11707,64,0001000001000000000
11708,59,0001000101001100000
11709,59,0001000101001100000
11710,57,0001000101001000000
11711,59,0001000101001100000
11712,64,0001000001000000000
11713,59,0001000101001100000
11714,57,0001000101001000000
11715,59,0001000101001100000
11716,59,0001000101001100000
11717,57,0001000101001000000
11718,59,0001000101001100000
11719,3,0000000100010000000
11720,18,0001000100010000000
11721,18,0001000100010000000
11722,18,0001000100010000000
11723,65,0001000100010010000
11724,3,0000000100010000000
11725,18,0001000100010000000
11726,18,0001000100010000000
11727,18,0001000100010000000
11728,41,0000000101011000000
11729,2,0000000101010000000
11730,66,0000000101011010000
11731,41,0000000101011000000
11732,67,0000010101011010000
11733,68,0001000101011000000
11734,68,0001000101011000000
11735,66,0000000101011010000
11736,41,0000000101011000000
11737,68,0001000101011000000
11738,68,0001000101011000000
11739,18,0001000100010000000
11740,18,0001000100010000000
11741,68,0001000101011000000
11742,16,1100001100110000000
11743,69,0101011101010001000
11744,0,0000000000000000000
11745,7,1100001100111000000
11746,70,0100011100010000000
11747,7,1100001100111000000
11748,69,0101011101010001000
11749,7,1100001100111000000
11750,23,1100001100111100000
11751,0,0000000000000000000
11752,71,0100010100010000000
11753,42,0000010100010000000
11754,72,0000010100010010000
11755,73,0100000000000000000
11756,11,0101001101010000000
11757,16,1100001100110000000
11758,71,0100010100010000000
11759,73,0100000000000000000
11760,74,0100010000000100000
11761,75,0101101100010000000
11762,76,0100010100011000000
11763,77,0101001000000000000
11764,42,0000010100010000000
11765,16,1100001100110000000
11766,16,1100001100110000000
11767,78,0001000101010010000
11768,46,0001001101010010000
11769,78,0001000101010010000
11770,79,0101000101010100000
11771,0,0000000000000000000
11772,9,0001000101010000000
11773,9,0001000101010000000
11774,3,0000000100010000000
11775,10,0000000100001000000
11776,11,0101001101010000000
11777,34,0000000100011000000
11778,0,0000000000000000000
11779,48,0000000100001100000
11780,34,0000000100011000000
11781,0,0000000000000000000
11782,80,0101000101010010000
11783,80,0101000101010010000
11784,3,0000000100010000000
11785,3,0000000100010000000
11786,9,0001000101010000000
11787,0,0000000000000000000
11788,32,0001000000000010000
11789,3,0000000100010000000
11790,7,1100001100111000000
11791,16,1100001100110000000
11792,16,1100001100110000000
11793,16,1100001100110000000
11794,16,1100001100110000000
11795,16,1100001100110000000
11796,16,1100001100110000000
11797,16,1100001100110000000
11798,16,1100001100110000000
11799,7,1100001100111000000
11800,16,1100001100110000000
11801,16,1100001100110000000
11802,7,1100001100111000000
11803,7,1100001100111000000
11804,7,1100001100111000000
11805,16,1100001100110000000
11806,7,1100001100111000000
11807,7,1100001100111000000
11808,7,1100001100111000000
11809,7,1100001100111000000
11810,6,0000000101001000000
11811,81,0001000001000100000
11812,64,0001000001000000000
11813,1,0000000001000000000
11814,64,0001000001000000000
11815,64,0001000001000000000
11816,1,0000000001000000000
11817,1,0000000001000000000
11818,64,0001000001000000000
11819,55,0001000101011100000
11820,6,0000000101001000000
11821,68,0001000101011000000
11822,82,0000000001000010000
11823,56,0001001101011100000
11824,1,0000000001000000000
11825,33,0000000001000100000
11826,33,0000000001000100000
11827,83,0001000101011010000
11828,84,0101001100011100000
11829,47,0001000100011000000
11830,83,0001000101011010000
11831,55,0001000101011100000
11832,55,0001000101011100000
11833,85,0001010100011100000
11834,56,0001001101011100000
11835,52,0001001101011000000
11836,86,0101000101011100000
11837,68,0001000101011000000
11838,0,0000000000000000000
11839,0,0000000000000000000
11840,87,0101011100010000000
11841,17,0000010100011000000
11842,0,0000000000000000000
11843,88,0000011101011010000
11844,0,0000000000000000000
11845,0,0000000000000000000
11846,89,0000000100010100000
11847,90,0010001000000000000
11848,91,0000101100011000000
11849,30,0000000000000010000
11850,92,0101011100011000000
11851,0,0000000000000000000
11852,93,0000010100001000000
11853,94,0101001100011000000
11854,0,0000000000000000000
11855,95,0101011100010100000
11856,94,0101001100011000000
11857,96,0101010100010000000
11858,0,0000000000000000000
11859,61,0001000111001000000
11860,97,0101000100011000000
11861,98,0001010110001000000
11862,0,0000000000000000000
11863,0,0000000000000000000
11864,0,0000000000000000000
11865,0,0000000000000000000
11866,0,0000000000000000000
11867,99,0001010111001000000
11868,0,0000000000000000000
11869,100,0001001111001100000
11870,0,0000000000000000000
11871,0,0000000000000000000
11872,101,0001000111011100000
11873,102,0001010111001100000
11874,61,0001000111001000000
11875,5,0001000110001000000
11876,5,0001000110001000000
11877,0,0000000000000000000
11878,5,0001000110001000000
11879,102,0001010111001100000
11880,98,0001010110001000000
11881,103,0001000110001100000
11882,104,0001010111001100100
11883,0,0000000000000000000
11884,46,0001001101010010000
11885,0,0000000000000000000
11886,9,0001000101010000000
11887,105,0001000001000010000
11888,0,0000000000000000000
11889,57,0001000101001000000
11890,9,0001000101010000000
11891,19,0001001101010000000
11892,9,0001000101010000000
11893,19,0001001101010000000
11894,78,0001000101010010000
11895,9,0001000101010000000
11896,0,0000000000000000000
11897,0,0000000000000000000
11898,0,0000000000000000000
11899,0,0000000000000000000
11900,0,0000000000000000000
11901,0,0000000000000000000
11902,0,0000000000000000000
11903,0,0000000000000000000
11904,0,0000000000000000000
11905,9,0001000101010000000
11906,0,0000000000000000000
11907,47,0001000100011000000
11908,106,0001000100011100000
11909,47,0001000100011000000
11910,106,0001000100011100000
11911,107,0101000100011100000
11912,47,0001000100011000000
11913,108,0001010110011000000
11914,109,0001011100011000000
11915,110,0001000110011000000
11916,108,0001010110011000000
11917,110,0001000110011000000
11918,111,0001010110011100000
11919,34,0000000100011000000
11920,34,0000000100011000000
11921,112,0001010100011000000
11922,112,0001010100011000000
11923,106,0001000100011100000
11924,106,0001000100011100000
11925,112,0001010100011000000
11926,85,0001010100011100000
11927,106,0001000100011100000
11928,47,0001000100011000000
11929,47,0001000100011000000
11930,113,0001011000000000000
11977,114,0001000111001010000
11978,61,0001000111001000000
11979,61,0001000111001000000
11980,61,0001000111001000000
11981,57,0001000101001000000
11982,62,0001001111001000000
11983,61,0001000111001000000
11984,61,0001000111001000000
11985,62,0001001111001000000
11986,61,0001000111001000000
11987,61,0001000111001000000
11988,61,0001000111001000000
11989,57,0001000101001000000
11990,59,0001000101001100000
11991,57,0001000101001000000
11992,8,0001000100001000000
11993,27,0001000100001100000
11994,57,0001000101001000000
11995,8,0001000100001000000
11996,8,0001000100001000000
11997,8,0001000100001000000
11998,8,0001000100001000000
11999,8,0001000100001000000
12000,8,0001000100001000000
12001,8,0001000100001000000
12029,8,0001000100001000000
12030,8,0001000100001000000
12031,8,0001000100001000000
12032,57,0001000101001000000
12033,115,0001000100001010000
12034,8,0001000100001000000
12035,68,0001000101011000000
12036,8,0001000100001000000
12037,8,0001000100001000000
12038,116,0001000100011010000
12039,10,0000000100001000000
12040,6,0000000101001000000
12041,0,0000000000000000000
12042,0,0000000000000000000
12043,0,0000000000000000000
12044,0,0000000000000000000
12045,8,0001000100001000000
12046,0,0000000000000000000
12047,0,0000000000000000000
12048,1,0000000001000000000
12049,117,0000010101011000000
12050,118,0000010101010000000
12051,6,0000000101001000000
12052,117,0000010101011000000
12053,41,0000000101011000000
12054,34,0000000100011000000
12055,117,0000010101011000000
12056,41,0000000101011000000
12057,0,0000000000000000000
12058,34,0000000100011000000
12059,112,0001010100011000000
12060,10,0000000100001000000
12061,119,0000010100001010000
12062,10,0000000100001000000
12063,17,0000010100011000000
12064,10,0000000100001000000
12065,10,0000000100001000000
12066,119,0000010100001010000
12067,117,0000010101011000000
12068,117,0000010101011000000
12069,10,0000000100001000000
12070,120,0000011100011000000
12071,10,0000000100001000000
12086,0,0000000000000000000
12087,0,0000000000000000000
12098,0,0000000000000000000
12099,3,0000000100010000000
12104,0,0000000000000000000
12105,0,0000000000000000000
12108,0,0000000000000000000
12109,115,0001000100001010000
12110,0,0000000000000000000
12121,0,0000000000000000000
12122,0,0000000000000000000
12125,0,0000000000000000000
12126,1,0000000001000000000
12131,49,0001001001000010000
12132,7,1100001100111000000
12133,121,0001001101011010000
12134,16,1100001100110000000
12135,46,0001001101010010000
12136,52,0001001101011000000
12137,52,0001001101011000000
12138,121,0001001101011010000
12139,121,0001001101011010000
12140,52,0001001101011000000
12141,52,0001001101011000000
12142,16,1100001100110000000
12143,16,1100001100110000000
12144,52,0001001101011000000
12145,52,0001001101011000000
12146,16,1100001100110000000
12147,16,1100001100110000000
12148,16,1100001100110000000
12149,16,1100001100110000000
12150,16,1100001100110000000
12151,16,1100001100110000000
12176,16,1100001100110000000
12177,16,1100001100110000000
12178,16,1100001100110000000
12179,0,0000000000000000000
12180,16,1100001100110000000
12181,16,1100001100110000000
12182,122,0101001101010001000
12183,122,0101001101010001000
12184,16,1100001100110000000
12185,15,0101001101011000000
12186,4,1100001101111000000
12187,11,0101001101010000000
12188,69,0101011101010001000
12189,16,1100001100110000000
12190,16,1100001100110000000
12191,122,0101001101010001000
12192,122,0101001101010001000
12193,36,0101001101010100000
12194,54,0101001101011100000
12195,11,0101001101010000000
12196,11,0101001101010000000
12197,122,0101001101010001000
12198,123,0001011101010001000
12199,122,0101001101010001000
12257,59,0001000101001100000
12258,59,0001000101001100000
12259,6,0000000101001000000
12260,59,0001000101001100000
12261,59,0001000101001100000
12262,59,0001000101001100000
12263,124,0001000101001010000
12264,59,0001000101001100000
12265,59,0001000101001100000
12266,86,0101000101011100000
12267,55,0001000101011100000
12268,54,0101001101011100000
12269,86,0101000101011100000
12270,86,0101000101011100000
12271,55,0001000101011100000
12272,86,0101000101011100000
12273,6,0000000101001000000
12274,57,0001000101001000000
12275,59,0001000101001100000
12276,57,0001000101001000000
12277,68,0001000101011000000
12278,101,0001000111011100000
12279,86,0101000101011100000
12280,86,0101000101011100000
12281,55,0001000101011100000
12282,22,0101000101011000000
12283,86,0101000101011100000
12290,124,0001000101001010000
12291,55,0001000101011100000
12292,23,1100001100111100000
12293,89,0000000100010100000
12294,125,0001001101010100000
12295,126,0001011101010000000
12296,15,0101001101011000000
12297,126,0001011101010000000
12298,11,0101001101010000000
12299,11,0101001101010000000
12300,127,0000010101010100000
12301,13,0001000101010100000
12302,2,0000000101010000000
12303,19,0001001101010000000
12304,79,0101000101010100000
12305,2,0000000101010000000
12306,2,0000000101010000000
12307,36,0101001101010100000
12308,12,0101001101011010000
12309,128,0001010101010000000
12310,36,0101001101010100000
12311,89,0000000100010100000
12312,9,0001000101010000000
12313,9,0001000101010000000
12345,28,0101000101010000000
12346,7,1100001100111000000
12385,10,0000000100001000000
12386,0,0000000000000000000
12392,3,0000000100010000000
12393,11,0101001101010000000
12398,0,0000000000000000000
12399,10,0000000100001000000
12404,0,0000000000000000000
12405,2,0000000101010000000
12424,10,0000000100001000000
12425,0,0000000000000000000
12426,5,0001000110001000000
12427,129,0000001000000000000
12428,9,0001000101010000000
12429,0,0000000000000000000
12430,0,0000000000000000000
12431,125,0001001101010100000
12432,34,0000000100011000000
12433,2,0000000101010000000
12434,16,1100001100110000000
12435,130,0001001100011000000
12436,10,0000000100001000000
12437,0,0000000000000000000
12438,18,0001000100010000000
12446,43,0001000110011100000
12447,68,0001000101011000000
12464,21,0001000000000000000
12465,4,1100001101111000000
12472,0,0000000000000000000
12473,1,0000000001000000000
12474,64,0001000001000000000
12475,28,0101000101010000000
12476,122,0101001101010001000
12477,122,0101001101010001000
12482,0,0000000000000000000
12483,34,0000000100011000000
12492,36,0101001101010100000
12493,7,1100001100111000000
12497,131,0101000100010100000
12498,79,0101000101010100000
12501,0,0000000000000000000
12502,8,0001000100001000000
12509,0,0000000000000000000
12510,3,0000000100010000000
12515,27,0001000100001100000
12516,0,0000000000000000000
12525,0,0000000000000000000
12526,132,0001000111011000000
12527,68,0001000101011000000
12528,0,0000000000000000000
12529,133,0001000011000000000
12530,61,0001000111001000000
12531,9,0001000101010000000
12542,0,0000000000000000000
12543,8,0001000100001000000
12550,0,0000000000000000000
12551,1,0000000001000000000
12562,45,0001000100010100000
12563,7,1100001100111000000
12568,0,0000000000000000000
12569,1,0000000001000000000
12593,134,0001010100001000000
12594,0,0000000000000000000
12595,135,0001001110011000000
12596,68,0001000101011000000
12597,1,0000000001000000000
12598,6,0000000101001000000
12599,0,0000000000000000000
12600,2,0000000101010000000
12607,0,0000000000000000000
12608,0,0000000000000000000
12628,29,0101000100010000000
12629,11,0101001101010000000
12630,8,0001000100001000000
12631,35,0000011000000000000
12637,18,0001000100010000000
12638,136,0001011101011000000
12639,42,0000010100010000000
12640,3,0000000100010000000
12641,0,0000000000000000000
12642,0,0000000000000000000
12643,53,0001001111011000000
12644,0,0000000000000000000
12645,59,0001000101001100000
12646,86,0101000101011100000
12647,4,1100001101111000000
12670,137,0000010001000000000
12671,0,0000000000000000000
12672,22,0101000101011000000
12673,7,1100001100111000000
12674,55,0001000101011100000
12675,0,0000000000000000000
12676,0,0000000000000000000
12677,3,0000000100010000000
12678,138,0000000000000100000
12679,1,0000000001000000000
12680,139,0000001100010000000
12681,7,1100001100111000000
12682,11,0101001101010000000
12683,16,1100001100110000000
12684,79,0101000101010100000
12685,18,0001000100010000000
12686,27,0001000100001100000
12687,0,0000000000000000000
12688,0,0000000000000000000
12689,3,0000000100010000000
12690,3,0000000100010000000
12691,4,1100001101111000000
12692,0,0000000000000000000
12693,0,0000000000000000000
12694,0,0000000000000000000
12695,16,1100001100110000000
12696,131,0101000100010100000
12697,140,1100001101110000000
12698,1,0000000001000000000
12699,29,0101000100010000000
12700,21,0001000000000000000
12701,3,0000000100010000000
12702,0,0000000000000000000
12703,0,0000000000000000000
12704,10,0000000100001000000
12705,0,0000000000000000000
12706,17,0000010100011000000
12707,0,0000000000000000000
12708,0,0000000000000000000
12709,0,0000000000000000000
12710,0,0000000000000000000
12711,0,0000000000000000000
12712,0,0000000000000000000
12713,115,0001000100001010000
12714,0,0000000000000000000
12715,1,0000000001000000000
12716,0,0000000000000000000
12719,0,0000000000000000000
12720,2,0000000101010000000
12723,27,0001000100001100000
12724,0,0000000000000000000
12727,112,0001010100011000000
12728,57,0001000101001000000
12729,7,1100001100111000000
12730,141,0101001100010000000
12754,1,0000000001000000000
12755,0,0000000000000000000
12756,28,0101000101010000000
12757,3,0000000100010000000
12758,0,0000000000000000000
12759,142,0000010000000010000
12760,0,0000000000000000000
12761,28,0101000101010000000
12762,11,0101001101010000000
12763,0,0000000000000000000
12764,41,0000000101011000000
12779,0,0000000000000000000
12780,64,0001000001000000000
12783,110,0001000110011000000
12784,0,0000000000000000000
12785,0,0000000000000000000
12786,2,0000000101010000000
12791,0,0000000000000000000
12792,0,0000000000000000000
12793,4,1100001101111000000
12794,15,0101001101011000000
12795,0,0000000000000000000
12796,0,0000000000000000000
12797,106,0001000100011100000
12798,68,0001000101011000000
12799,0,0000000000000000000
12800,16,1100001100110000000
12812,28,0101000101010000000
12813,7,1100001100111000000
12815,36,0101001101010100000
12816,94,0101001100011000000
12828,5,0001000110001000000
12829,0,0000000000000000000
12830,0,0000000000000000000
12831,0,0000000000000000000
12841,29,0101000100010000000
12846,11,0101001101010000000
12868,0,0000000000000000000
12869,2,0000000101010000000
12913,5,0001000110001000000
12914,143,0001001000000000000
12921,0,0000000000000000000
12922,21,0001000000000000000
12925,0,0000000000000000000
12926,0,0000000000000000000
12927,0,0000000000000000000
12928,0,0000000000000000000
12929,0,0000000000000000000
12930,0,0000000000000000000
12931,21,0001000000000000000
12932,0,0000000000000000000
12933,110,0001000110011000000
12934,29,0101000100010000000
12935,22,0101000101011000000
12936,0,0000000000000000000
12937,9,0001000101010000000
12940,9,0001000101010000000
12941,9,0001000101010000000
12945,8,0001000100001000000
12947,10,0000000100001000000
12949,57,0001000101001000000
12950,0,0000000000000000000
12952,8,0001000100001000000
12953,34,0000000100011000000
12955,144,0010011000000000000
12956,140,1100001101110000000
12965,0,0000000000000000000
12966,2,0000000101010000000
14120,0,0000000000000000000
14121,0,0000000000000000000
14687,0,0000000000000000000
14688,0,0000000000000000000
14726,0,0000000000000000000
14759,0,0000000000000000000
14794,0,0000000000000000000
14816,0,0000000000000000000
14817,0,0000000000000000000
14818,0,0000000000000000000
14819,0,0000000000000000000
14866,0,0000000000000000000
14914,0,0000000000000000000
14915,0,0000000000000000000
15066,0,0000000000000000000
15481,0,0000000000000000000
15612,0,0000000000000000000
15614,0,0000000000000000000
15690,0,0000000000000000000
15691,0,0000000000000000000
15692,0,0000000000000000000
15693,0,0000000000000000000
15694,0,0000000000000000000
15695,0,0000000000000000000
15696,0,0000000000000000000
15697,0,0000000000000000000
15778,0,0000000000000000000
15779,0,0000000000000000000
15877,0,0000000000000000000
15878,0,0000000000000000000
15916,0,0000000000000000000
16211,0,0000000000000000000
16213,0,0000000000000000000
16214,0,0000000000000000000
16356,0,0000000000000000000
16357,0,0000000000000000000
16394,0,0000000000000000000
16395,0,0000000000000000000
16486,0,0000000000000000000
16487,0,0000000000000000000
16488,0,0000000000000000000
16489,0,0000000000000000000
16824,0,0000000000000000000
16825,0,0000000000000000000
16826,0,0000000000000000000
16827,0,0000000000000000000
16830,0,0000000000000000000
16831,0,0000000000000000000
16834,0,0000000000000000000
16835,0,0000000000000000000
16836,0,0000000000000000000
16837,0,0000000000000000000
16853,0,0000000000000000000
16963,0,0000000000000000000
17013,0,0000000000000000000
17014,0,0000000000000000000
17150,0,0000000000000000000
17151,0,0000000000000000000
17426,0,0000000000000000000
17427,0,0000000000000000000
17633,0,0000000000000000000
17686,0,0000000000000000000
17783,0,0000000000000000000
17785,0,0000000000000000000
17787,0,0000000000000000000
17861,0,0000000000000000000
17862,0,0000000000000000000
17863,0,0000000000000000000
18044,0,0000000000000000000
18045,0,0000000000000000000
18046,0,0000000000000000000
18047,0,0000000000000000000
18048,0,0000000000000000000
18049,0,0000000000000000000
18052,0,0000000000000000000
18053,0,0000000000000000000
18054,0,0000000000000000000
18124,0,0000000000000000000
18125,0,0000000000000000000
18265,0,0000000000000000000
18286,0,0000000000000000000
18287,0,0000000000000000000
18389,0,0000000000000000000
18390,0,0000000000000000000
18747,0,0000000000000000000
19056,0,0000000000000000000
19070,0,0000000000000000000
19071,0,0000000000000000000
19074,0,0000000000000000000
19075,0,0000000000000000000
19451,0,0000000000000000000
19452,0,0000000000000000000
19455,0,0000000000000000000
19487,0,0000000000000000000
19533,0,0000000000000000000
19534,0,0000000000000000000
19646,0,0000000000000000000
19647,0,0000000000000000000
19648,0,0000000000000000000
19649,0,0000000000000000000
19752,0,0000000000000000000
19753,0,0000000000000000000
19801,0,0000000000000000000
19802,0,0000000000000000000
19803,145,0010100100011000000
19804,26,0000000100001010000
19805,0,0000000000000000000
19806,8,0001000100001000000
19807,46,0001001101010010000
19808,34,0000000100011000000
19809,47,0001000100011000000
19810,13,0001000101010100000
19811,10,0000000100001000000
19812,10,0000000100001000000
19813,0,0000000000000000000
19814,46,0001001101010010000
19815,48,0000000100001100000
19816,46,0001001101010010000
19817,0,0000000000000000000
19818,19,0001001101010000000
19819,0,0000000000000000000
19820,9,0001000101010000000
19821,49,0001001001000010000
19822,50,0101001100010010000
19823,19,0001001101010000000
19824,49,0001001001000010000
19825,46,0001001101010010000
19826,8,0001000100001000000
19827,10,0000000100001000000
19828,1,0000000001000000000
19829,46,0001001101010010000
19830,51,0001001111011100000
19831,15,0101001101011000000
19832,52,0001001101011000000
19833,53,0001001111011000000
19834,53,0001001111011000000
19835,53,0001001111011000000
19836,53,0001001111011000000
19837,53,0001001111011000000
19838,53,0001001111011000000
19839,53,0001001111011000000
19840,53,0001001111011000000
19841,51,0001001111011100000
19842,53,0001001111011000000
19843,15,0101001101011000000
19844,15,0101001101011000000
19845,53,0001001111011000000
19846,15,0101001101011000000
19847,52,0001001101011000000
19848,54,0101001101011100000
19849,15,0101001101011000000
19850,15,0101001101011000000
19851,15,0101001101011000000
19852,7,1100001100111000000
19853,55,0001000101011100000
19854,56,0001001101011100000
19855,33,0000000001000100000
19856,56,0001001101011100000
19857,25,0000000101011100000
19858,57,0001000101001000000
19859,33,0000000001000100000
19860,58,0000000101010100000
19861,59,0001000101001100000
19862,56,0001001101011100000
19863,59,0001000101001100000
19864,60,0001001101001100000
19865,59,0001000101001100000
19866,60,0001001101001100000
